12.93662118,77.69591218
12.93667642,77.69595892
12.93667586,77.69596482
12.93666712,77.69594921
12.93669262,77.6959331
12.93670912,77.69592538
12.93672313,77.69590919
12.93668264,77.69589912
12.93528832,77.69617139
12.93528522,77.69617667
12.93528182,77.69618062
12.93527683,77.69618512
12.9352735,77.69618797
12.93530222,77.69616355
12.93530239,77.6961718
12.93529844,77.69617733
12.93528943,77.69618542
12.93527842,77.69619021
12.93525355,77.69619576
12.93524247,77.69619922
12.93528744,77.69614409
12.93528516,77.69615089
12.9352697,77.69615703
12.9352676,77.69615991
12.93525846,77.69616146
12.93524998,77.69615997
12.93524617,77.69615903
12.93524495,77.69616132
12.93525183,77.69616168
12.93526414,77.69616028
12.93526919,77.69615594
12.93527516,77.69614955
12.93528071,77.69614294
12.93528515,77.69613531
12.93528763,77.69613192
12.93528397,77.69613266
12.93526036,77.69615627
12.93525266,77.69616534
12.93524684,77.69617396
12.93524401,77.69618668
12.93524465,77.69620003
12.93524656,77.69621221
12.93525063,77.69621996
12.9352576,77.69622379
12.93526151,77.69622224
12.93525811,77.69622262
12.93525451,77.69622239
12.9352491,77.69621807
12.93529454,77.69614739
12.9352969,77.69614889
12.93530391,77.69615102
12.93530426,77.69615321
12.93530414,77.69615586
12.93531024,77.69615917
12.93531873,77.69615989
12.93532507,77.69616088
12.93532875,77.69616397
12.93532686,77.69616898
12.93532449,77.69617006
12.93532095,77.69617611
12.93531784,77.69618432
12.93531667,77.69619165
12.93531656,77.69619752
12.93531365,77.6962003
12.93530979,77.69620416
12.93530959,77.6962005
12.9353166,77.69619777
12.9353218,77.69619475
12.93532884,77.69618476
12.9353287,77.69617836
12.93532791,77.69617439
12.93532122,77.69617287
12.93530772,77.69617342
12.93529694,77.69617858
12.93529105,77.69618238
12.93528495,77.69618531
